,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date,Continent
4022,23,India,Aquarium Live HD+,Voros Innovation,Entertainment,5.0,399.0,1,2024-12-30,Asia
4023,24,India,पेशेवर पासा,Lukas Lubbe,Entertainment,5.0,199.0,1,2024-12-30,Asia
4024,25,India,AVPlayer,EPLAYWORKS,Entertainment,3.68,299.0,25,2024-12-30,Asia
4025,1,India,Sticker Babai: Telugu Stickers,tarun kurapati,Entertainment,3.8,99.0,20,2024-12-31,Asia
4026,2,India,Digital Force Bag,Craig Squires,Entertainment,3.67,4.0,3,2024-12-31,Asia
4027,3,India,Countdown App,Ryan Boyling,Entertainment,2.27,99.0,94,2024-12-31,Asia
4028,4,India,StbEmuTV (Pro),Junaid Muhammad,Entertainment,2.69,999.0,13,2024-12-31,Asia
4029,5,India,Cleverbot,Icogno Ltd,Entertainment,2.5,99.0,4,2024-12-31,Asia
4030,6,India,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.4,199.0,40,2024-12-31,Asia
4031,7,India,Strange Planet Stickers,"KED, LLC",Entertainment,0.0,199.0,0,2024-12-31,Asia
4032,8,India,Roman Clock and Calendar,Alan Green,Entertainment,0.0,99.0,0,2024-12-31,Asia
4033,9,India,CandyCall - AI Prank Calls,Converse Labs,Entertainment,4.38,99.0,37,2024-12-31,Asia
4034,10,India,iSTB,Nihal Ahmed,Entertainment,4.57,1.0,47,2024-12-31,Asia
4035,11,India,Irusu VR Player - Movie Player,Irusu Technologies Private Limited,Entertainment,2.6,199.0,5,2024-12-31,Asia
4036,12,India,Universe Splitter,Aerfish LLC,Entertainment,4.22,199.0,18,2024-12-31,Asia
4037,13,India,DNA Transform!,Joao Gabriel Menezes,Entertainment,4.14,299.0,7,2024-12-31,Asia
4038,14,India,Cool Themes & Wallpapers,伟巍 杜,Entertainment,5.0,99.0,2,2024-12-31,Asia
4039,15,India,AR Spiders & Co: Scare friends,Linda Schnetzinger,Entertainment,4.33,299.0,3,2024-12-31,Asia
4040,16,India,nPlayer,Newin Inc.,Entertainment,4.29,499.0,127,2024-12-31,Asia
4041,17,India,GSE SMART IPTV PRO,droidvision,Entertainment,2.4,299.0,5,2024-12-31,Asia
4042,18,India,Sexy Maria,LET Software ApS,Entertainment,2.0,99.0,2,2024-12-31,Asia
4043,19,India,WebFX,Marc Kerstein,Entertainment,4.53,799.0,15,2024-12-31,Asia
4044,20,India,Play: Save Videos Watch Later,Loop Apps LTDA,Entertainment,4.33,299.0,6,2024-12-31,Asia
4045,21,India,Audio Joiner: Merge & Recorder,Lien Hoang,Entertainment,4.67,499.0,15,2024-12-31,Asia
4046,22,India,Vidi · Media Center,Plata o Plomo AB,Entertainment,3.5,499.0,4,2024-12-31,Asia
4047,23,India,My Tarot Deck,Jabatoba AB,Entertainment,0.0,499.0,0,2024-12-31,Asia
4048,24,India,Human Benchmarks - Brain Test,爽 朱,Entertainment,0.0,99.0,0,2024-12-31,Asia
4049,25,India,AVPlayer,EPLAYWORKS,Entertainment,3.68,299.0,25,2024-12-31,Asia
4050,1,India,SkyView®,Terminal Eleven LLC,Education,4.56,299.0,129,2024-12-30,Asia
4051,2,India,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,4.8,499.0,818,2024-12-30,Asia
4052,3,India,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.98,2.0,125,2024-12-30,Asia
4053,4,India,StarMap 3D+ Plus,Sanville Software,Education,4.81,299.0,32,2024-12-30,Asia
4054,5,India,Assyst – testing and exams,Denis Butko,Education,4.63,99.0,51,2024-12-30,Asia
4055,6,India,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,4.76,499.0,45,2024-12-30,Asia
4056,7,India,Official Car/Bike DTT 2024,Prometric,Education,5.0,1.0,2,2024-12-30,Asia
4057,8,India,GRE Vocabulary Cartoons,Vince Kotchian Test Prep,Education,4.78,299.0,120,2024-12-30,Asia
4058,9,India,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,199.0,0,2024-12-30,Asia
4059,10,India,Kerala PSC Exam Guide,Adhabiya Ebrahim,Education,5.0,99.0,3,2024-12-30,Asia
4060,11,India,Bubl Draw,tinyworker UG,Education,5.0,299.0,2,2024-12-30,Asia
4061,12,India,Speed Distance Time Calculator,Danny Connell,Education,5.0,399.0,1,2024-12-30,Asia
4062,13,India,ACS MyATLS,MyATLS,Education,0.0,999.0,0,2024-12-30,Asia
4063,14,India,Official DVSA Learning to Drive Kit,TSO (The Stationery Office),Education,0.0,1.0,0,2024-12-30,Asia
4064,15,India,Me: A Kid's Diary by Tinybop,Tinybop Inc.,Education,5.0,399.0,1,2024-12-30,Asia
4065,16,India,Official Truck/Bus DTT 2024,Prometric,Education,0.0,1.0,0,2024-12-30,Asia
4066,17,India,Dasam Granth Sahib,Arvinder Singh,Education,4.18,99.0,17,2024-12-30,Asia
4067,18,India,Bhajan Mala,"Datta Yoga Center, USA",Education,4.91,399.0,44,2024-12-30,Asia
4068,19,India,Official Life in the UK Test,TSO (The Stationery Office),Education,0.0,499.0,0,2024-12-30,Asia
4069,20,India,NZ Driving Theory Test,Leandro Palmieri,Education,4.38,399.0,8,2024-12-30,Asia
4070,21,India,Math Bingo,Curiosity Media,Education,3.0,299.0,2,2024-12-30,Asia
4071,22,India,First Words Deluxe,Learning Touch LLC,Education,5.0,499.0,1,2024-12-30,Asia
4072,23,India,Math Magic,Anusen Inc,Education,5.0,99.0,1,2024-12-30,Asia
4073,24,India,Chest Compression Fraction CCF,STAR CPR San Diego,Education,1.0,199.0,1,2024-12-30,Asia
4074,25,India,Stargate ESP Trainer,Russell Targ,Education,0.0,99.0,0,2024-12-30,Asia
4075,1,India,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,4.8,499.0,818,2024-12-31,Asia
4076,2,India,SkyView®,Terminal Eleven LLC,Education,4.56,299.0,129,2024-12-31,Asia
4077,3,India,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,4.76,499.0,45,2024-12-31,Asia
4078,4,India,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.98,2.0,125,2024-12-31,Asia
4079,5,India,StarMap 3D+ Plus,Sanville Software,Education,4.81,299.0,32,2024-12-31,Asia
4080,6,India,MMD Exams,Angad C,Education,4.69,599.0,108,2024-12-31,Asia
4081,7,India,Kerala PSC Exam Guide,Adhabiya Ebrahim,Education,5.0,99.0,3,2024-12-31,Asia
4082,8,India,Bhajan Mala,"Datta Yoga Center, USA",Education,4.91,399.0,44,2024-12-31,Asia
4083,9,India,Sesame Street Alphabet Kitchen,Sesame Workshop (Apps),Education,5.0,349.0,1,2024-12-31,Asia
4084,10,India,Holdings,Oliver Puetz,Education,1.0,299.0,1,2024-12-31,Asia
4085,11,India,टाइनीबॉप द्वारा क्रिएचर गार्डन,Tinybop Inc.,Education,0.0,399.0,0,2024-12-31,Asia
4086,12,India,Azure AI Fundamentals AI-900,DjamgaTech Corp,Education,0.0,99.0,0,2024-12-31,Asia
4087,13,India,Assyst – testing and exams,Denis Butko,Education,4.63,99.0,51,2024-12-31,Asia
4088,14,India,Bubl Draw,tinyworker UG,Education,5.0,299.0,2,2024-12-31,Asia
4089,15,India,Official Car/Bike DTT 2024,Prometric,Education,5.0,1.0,2,2024-12-31,Asia
4090,16,India,GRE Vocabulary Cartoons,Vince Kotchian Test Prep,Education,4.78,299.0,120,2024-12-31,Asia
4091,17,India,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,199.0,0,2024-12-31,Asia
4092,18,India,Führerschein 2025 GOLD,theorie24 GmbH,Education,4.67,999.0,46,2024-12-31,Asia
4093,19,India,Speed Distance Time Calculator,Danny Connell,Education,5.0,399.0,1,2024-12-31,Asia
4094,20,India,ACS MyATLS,MyATLS,Education,0.0,999.0,0,2024-12-31,Asia
4095,21,India,Me: A Kid's Diary by Tinybop,Tinybop Inc.,Education,5.0,399.0,1,2024-12-31,Asia
4096,22,India,Official DVSA Learning to Drive Kit,TSO (The Stationery Office),Education,0.0,1.0,0,2024-12-31,Asia
4097,23,India,ITIL® 4 Foundation Exam Prep,Zindiak Limited,Education,0.0,499.0,0,2024-12-31,Asia
4098,24,India,Official Truck/Bus DTT 2024,Prometric,Education,0.0,1.0,0,2024-12-31,Asia
4099,25,India,Dasam Granth Sahib,Arvinder Singh,Education,4.18,99.0,17,2024-12-31,Asia
4100,1,Indonesia,Countdown App,Ryan Boyling,Entertainment,2.75,19.0,225,2024-12-30,Asia
4101,2,Indonesia,Bing: Let's Play,Acamar Films,Entertainment,5.0,29.0,2,2024-12-30,Asia
4102,3,Indonesia,Little Kitten App Bundle for Kids! (3 apps),Squeakosaurus ug & co. kg,Entertainment,3.8,229.0,5,2024-12-30,Asia
4103,4,Indonesia,Myasian TV,Quynh Dau,Entertainment,0.0,29.0,0,2024-12-30,Asia
4104,5,Indonesia,电子宠物机,活鹏 麦,Entertainment,5.0,29.0,2,2024-12-30,Asia
4105,6,Indonesia,Universe Splitter,Aerfish LLC,Entertainment,0.0,29.0,0,2024-12-30,Asia
4106,7,Indonesia,Weird Type,Zach Lieberman,Entertainment,5.0,19.0,26,2024-12-30,Asia
4107,8,Indonesia,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,4.65,99.0,86,2024-12-30,Asia
4108,9,Indonesia,Pocket God,Bolt Creative,Entertainment,4.08,19.0,13,2024-12-30,Asia
4109,10,Indonesia,iComics,XD Digital Pty Ltd,Entertainment,4.58,19.0,24,2024-12-30,Asia
4110,11,Indonesia,Magic Spider - My Pet Boris,Ian Pidgeon,Entertainment,5.0,49.0,2,2024-12-30,Asia
4111,12,Indonesia,MEISAI - AR Filter,Takayuki WATANABE,Entertainment,4.0,29.0,4,2024-12-30,Asia
4112,13,Indonesia,My Comic Books,Russell Shannon,Entertainment,0.0,19.0,0,2024-12-30,Asia
4113,14,Indonesia,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.61,99.0,18,2024-12-30,Asia
4114,15,Indonesia,My PlayHome,PlayHome Software Ltd,Entertainment,4.45,69.0,11,2024-12-30,Asia
4115,16,Indonesia,Digital Magic Trick,Mikael Montier,Entertainment,1.0,29.0,3,2024-12-30,Asia
4116,17,Indonesia,RYUKIN,Masataka Hakozaki,Entertainment,0.0,69.0,0,2024-12-30,Asia
4117,18,Indonesia,Akinator VIP,Elokence,Entertainment,4.92,69.0,12,2024-12-30,Asia
4118,19,Indonesia,AVPlayer,EPLAYWORKS,Entertainment,4.3,49.0,10,2024-12-30,Asia
4119,20,Indonesia,iDoser Premium,I-Doser.com,Entertainment,3.5,89.0,2,2024-12-30,Asia
4120,21,Indonesia,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,19.0,1,2024-12-30,Asia
4121,22,Indonesia,Dapatkan 1500 Nada Dering Gratis - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,5.0,19.0,1,2024-12-30,Asia
4122,23,Indonesia,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.43,89.0,7,2024-12-30,Asia
4123,24,Indonesia,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.68,49.0,25,2024-12-30,Asia
4124,25,Indonesia,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,4.22,49.0,9,2024-12-30,Asia
4125,1,Indonesia,VRPlayer Pro : 2D 3D 360°Video,LEE DONG WON,Entertainment,4.0,29.0,1,2024-12-31,Asia
4126,2,Indonesia,Countdown App,Ryan Boyling,Entertainment,2.75,19.0,225,2024-12-31,Asia
4127,3,Indonesia,Bing: Let's Play,Acamar Films,Entertainment,5.0,29.0,2,2024-12-31,Asia
4128,4,Indonesia,Little Kitten App Bundle for Kids! (3 apps),Squeakosaurus ug & co. kg,Entertainment,3.8,229.0,5,2024-12-31,Asia
4129,5,Indonesia,Myasian TV,Quynh Dau,Entertainment,0.0,29.0,0,2024-12-31,Asia
4130,6,Indonesia,电子宠物机,活鹏 麦,Entertainment,5.0,29.0,2,2024-12-31,Asia
4131,7,Indonesia,Universe Splitter,Aerfish LLC,Entertainment,0.0,29.0,0,2024-12-31,Asia
4132,8,Indonesia,Weird Type,Zach Lieberman,Entertainment,5.0,19.0,26,2024-12-31,Asia
4133,9,Indonesia,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,4.65,99.0,86,2024-12-31,Asia
4134,10,Indonesia,Pocket God,Bolt Creative,Entertainment,4.08,19.0,13,2024-12-31,Asia
4135,11,Indonesia,iComics,XD Digital Pty Ltd,Entertainment,4.58,19.0,24,2024-12-31,Asia
4136,12,Indonesia,Magic Spider - My Pet Boris,Ian Pidgeon,Entertainment,5.0,49.0,2,2024-12-31,Asia
4137,13,Indonesia,MEISAI - AR Filter,Takayuki WATANABE,Entertainment,4.0,29.0,4,2024-12-31,Asia
4138,14,Indonesia,My Comic Books,Russell Shannon,Entertainment,0.0,19.0,0,2024-12-31,Asia
4139,15,Indonesia,Akinator VIP,Elokence,Entertainment,4.92,69.0,12,2024-12-31,Asia
4140,16,Indonesia,AVPlayer,EPLAYWORKS,Entertainment,4.3,49.0,10,2024-12-31,Asia
4141,17,Indonesia,iDoser Premium,I-Doser.com,Entertainment,3.5,89.0,2,2024-12-31,Asia
4142,18,Indonesia,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,5.0,19.0,1,2024-12-31,Asia
4143,19,Indonesia,Dapatkan 1500 Nada Dering Gratis - Best iPhone Ringtones,Mobgen Apps Inc,Entertainment,5.0,19.0,1,2024-12-31,Asia
4144,20,Indonesia,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.43,89.0,7,2024-12-31,Asia
4145,21,Indonesia,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,4.68,49.0,25,2024-12-31,Asia
4146,22,Indonesia,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,4.22,49.0,9,2024-12-31,Asia
4147,23,Indonesia,Oldify - Old Face App,Apptly LLC,Entertainment,4.61,19.0,31,2024-12-31,Asia
4148,24,Indonesia,Custom Alert Tones & Sounds,Mobgen Apps Inc,Entertainment,1.0,19.0,2,2024-12-31,Asia
4149,25,Indonesia,Tema & Wallpaper keren,伟巍 杜,Entertainment,5.0,19.0,10,2024-12-31,Asia
4150,1,Indonesia,Aksara Jawa,Lontar GmbH,Education,4.78,50.0,27,2024-12-30,Asia
4151,2,Indonesia,Monkey Preschool Animals,THUP Games,Education,0.0,49.0,0,2024-12-30,Asia
4152,3,Indonesia,Thinkrolls 1: Puzzles for Kids,AVOKIDDO,Education,4.36,99.0,25,2024-12-30,Asia
4153,4,Indonesia,Thinkrolls 2: Puzzles For Kids,AVOKIDDO,Education,4.89,99.0,9,2024-12-30,Asia
4154,5,Indonesia,Alphablocks: How to Write,Blue-Zoo,Education,0.0,69.0,0,2024-12-30,Asia
4155,6,Indonesia,Math Brain Booster. School Edition,Kirill Dyakonov,Education,0.0,149.0,0,2024-12-30,Asia
4156,7,Indonesia,Numberblocks: Hide and Seek,Blue-Zoo,Education,5.0,49.0,1,2024-12-30,Asia
4157,8,Indonesia,Toca Hair Salon 2,Toca Boca AB,Education,4.25,69.0,12,2024-12-30,Asia
4158,9,Indonesia,RakugakiAR,Whatever Co.,Education,4.66,19.0,41,2024-12-30,Asia
4159,10,Indonesia,Elmo Calls,Sesame Workshop (Apps),Education,2.67,29.0,3,2024-12-30,Asia
4160,11,Indonesia,Cookie Doodle,Shoe the Goose,Education,4.6,19.0,5,2024-12-30,Asia
4161,12,Indonesia,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,0.0,89.0,0,2024-12-30,Asia
4162,13,Indonesia,CalcSteam,peace software,Education,0.0,19.0,0,2024-12-30,Asia
4163,14,Indonesia,Membaca Cepat IQ+,Dmitry Zaika,Education,0.0,29.0,0,2024-12-30,Asia
4164,15,Indonesia,Guitar Scale Finder Tool,School of McRock Ltd,Education,5.0,129.0,1,2024-12-30,Asia
4165,16,Indonesia,Kyoku Flashcards,David Cordero,Education,5.0,69.0,1,2024-12-30,Asia
4166,17,Indonesia,GCSE English Quizzes,Gulsen CAKIR,Education,0.0,29.0,0,2024-12-30,Asia
4167,18,Indonesia,ACS MyATLS,MyATLS,Education,1.0,169.0,2,2024-12-30,Asia
4168,19,Indonesia,Aksara Bali,Lontar GmbH,Education,4.3,50.0,20,2024-12-30,Asia
4169,20,Indonesia,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,29.0,0,2024-12-30,Asia
4170,21,Indonesia,المعاني عربي أندونيسي +,atef sharia,Education,4.33,29.0,6,2024-12-30,Asia
4171,22,Indonesia,Seabook+,Ozgur GUNES,Education,0.0,119.0,0,2024-12-30,Asia
4172,23,Indonesia,CNC Lathe Simulator,Ilya Obraztsov,Education,5.0,49.0,1,2024-12-30,Asia
4173,24,Indonesia,1K62 Lathe Simulator,Ilya Obraztsov,Education,0.0,29.0,0,2024-12-30,Asia
4174,25,Indonesia,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,3.67,89.0,3,2024-12-30,Asia
4175,1,Indonesia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,3.82,399.0,11,2024-12-31,Asia
4176,2,Indonesia,SkyView®,Terminal Eleven LLC,Education,4.67,49.0,6,2024-12-31,Asia
4177,3,Indonesia,StarMap 3D+ Plus,Sanville Software,Education,5.0,49.0,13,2024-12-31,Asia
4178,4,Indonesia,Peekaboo Barn,"Night & Day Studios, Inc.",Education,4.0,29.0,1,2024-12-31,Asia
4179,5,Indonesia,Fitoons,AVOKIDDO,Education,4.93,89.0,15,2024-12-31,Asia
4180,6,Indonesia,Numberblocks Treasure Hunt,Blue-Zoo,Education,0.0,89.0,0,2024-12-31,Asia
4181,7,Indonesia,Aksara Jawa,Lontar GmbH,Education,4.78,50.0,27,2024-12-31,Asia
4182,8,Indonesia,Monkey Preschool Animals,THUP Games,Education,0.0,49.0,0,2024-12-31,Asia
4183,9,Indonesia,Thinkrolls 1: Puzzles for Kids,AVOKIDDO,Education,4.36,99.0,25,2024-12-31,Asia
4184,10,Indonesia,Thinkrolls 2: Puzzles For Kids,AVOKIDDO,Education,4.89,99.0,9,2024-12-31,Asia
4185,11,Indonesia,Alphablocks: How to Write,Blue-Zoo,Education,0.0,69.0,0,2024-12-31,Asia
4186,12,Indonesia,Math Brain Booster. School Edition,Kirill Dyakonov,Education,0.0,149.0,0,2024-12-31,Asia
4187,13,Indonesia,Numberblocks: Hide and Seek,Blue-Zoo,Education,5.0,49.0,1,2024-12-31,Asia
4188,14,Indonesia,Toca Hair Salon 2,Toca Boca AB,Education,4.25,69.0,12,2024-12-31,Asia
4189,15,Indonesia,RakugakiAR,Whatever Co.,Education,4.66,19.0,41,2024-12-31,Asia
4190,16,Indonesia,Elmo Calls,Sesame Workshop (Apps),Education,2.67,29.0,3,2024-12-31,Asia
4191,17,Indonesia,Cookie Doodle,Shoe the Goose,Education,4.6,19.0,5,2024-12-31,Asia
4192,18,Indonesia,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,0.0,89.0,0,2024-12-31,Asia
4193,19,Indonesia,CalcSteam,peace software,Education,0.0,19.0,0,2024-12-31,Asia
4194,20,Indonesia,Membaca Cepat IQ+,Dmitry Zaika,Education,0.0,29.0,0,2024-12-31,Asia
4195,21,Indonesia,Guitar Scale Finder Tool,School of McRock Ltd,Education,5.0,129.0,1,2024-12-31,Asia
4196,22,Indonesia,Kyoku Flashcards,David Cordero,Education,5.0,69.0,1,2024-12-31,Asia
4197,23,Indonesia,GCSE English Quizzes,Gulsen CAKIR,Education,0.0,29.0,0,2024-12-31,Asia
4198,24,Indonesia,ACS MyATLS,MyATLS,Education,1.0,169.0,2,2024-12-31,Asia
4199,25,Indonesia,Aksara Bali,Lontar GmbH,Education,4.3,50.0,20,2024-12-31,Asia
4200,1,Ireland,Countdown App,Ryan Boyling,Entertainment,2.63,0.99,244,2024-12-30,Europe
4201,2,Ireland,My PlayHome,PlayHome Software Ltd,Entertainment,4.26,3.99,54,2024-12-30,Europe
4202,3,Ireland,My PlayHome Stores,PlayHome Software Ltd,Entertainment,4.46,2.99,28,2024-12-30,Europe
4203,4,Ireland,Universe Splitter,Aerfish LLC,Entertainment,5.0,1.99,6,2024-12-30,Europe
4204,5,Ireland,Spirit Contact Talker ITC,Jose Martin,Entertainment,4.83,5.99,6,2024-12-30,Europe
4205,6,Ireland,Taskmaster The App,Avalon Television,Entertainment,0.0,0.99,0,2024-12-30,Europe
4206,7,Ireland,Nighty Night!,Fox and Sheep GmbH,Entertainment,4.0,4.99,4,2024-12-30,Europe
4207,8,Ireland,GSE SMART IPTV PRO,droidvision,Entertainment,4.33,2.99,21,2024-12-30,Europe
4208,9,Ireland,The Ultimate Buzzer Pro,Kevin Makens,Entertainment,4.13,0.99,8,2024-12-30,Europe
4209,10,Ireland,Strange Planet Stickers,"KED, LLC",Entertainment,3.25,1.99,4,2024-12-30,Europe
4210,11,Ireland,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.86,5.99,7,2024-12-30,Europe
4211,12,Ireland,Countdown Star (Ad-Free),Joseph Merrill,Entertainment,4.8,0.99,20,2024-12-30,Europe
4212,13,Ireland,Fireplace ©,"KISSAPP, S.L.",Entertainment,0.0,0.99,0,2024-12-30,Europe
4213,14,Ireland,Signal Spirit Communication,chris rogers,Entertainment,0.0,9.99,0,2024-12-30,Europe
4214,15,Ireland,Christmas Snowfall HD,Edgeway Software,Entertainment,0.0,2.99,0,2024-12-30,Europe
4215,16,Ireland,Peggy Cat - A Virtual Pet,活鹏 麦,Entertainment,0.0,1.99,0,2024-12-30,Europe
4216,17,Ireland,TV Launcher - Live UK Channels,Adam Foot,Entertainment,2.78,6.99,9,2024-12-30,Europe
4217,18,Ireland,My PlayHome School,PlayHome Software Ltd,Entertainment,4.13,2.99,15,2024-12-30,Europe
4218,19,Ireland,Scroll 'n Roll Text Scrolling,Wendy Bernfeld,Entertainment,4.89,1.99,9,2024-12-30,Europe
4219,20,Ireland,"The ""On Cinema"" Film Guide",Special Entertainment,Entertainment,0.0,0.99,0,2024-12-30,Europe
4220,21,Ireland,Колесо Лета,Serhii Otinov,Entertainment,0.0,9.99,0,2024-12-30,Europe
4221,22,Ireland,iSTB,Nihal Ahmed,Entertainment,5.0,17.99,17,2024-12-30,Europe
4222,23,Ireland,Bell Ringer,MoonBeam Development,Entertainment,0.0,0.99,0,2024-12-30,Europe
4223,24,Ireland,PewPewPew - Fingergun,承远 李,Entertainment,0.0,0.99,0,2024-12-30,Europe
4224,25,Ireland,Pocket God,Bolt Creative,Entertainment,4.6,0.99,15,2024-12-30,Europe
4225,1,Ireland,Countdown App,Ryan Boyling,Entertainment,2.63,0.99,244,2024-12-31,Europe
4226,2,Ireland,Strange Planet Stickers,"KED, LLC",Entertainment,3.25,1.99,4,2024-12-31,Europe
4227,3,Ireland,iFart - Fart Sounds App,"InfoMedia, Inc.",Entertainment,3.0,1.99,3,2024-12-31,Europe
4228,4,Ireland,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,4.14,6.99,7,2024-12-31,Europe
4229,5,Ireland,Taskmaster The App,Avalon Television,Entertainment,0.0,0.99,0,2024-12-31,Europe
4230,6,Ireland,My PlayHome,PlayHome Software Ltd,Entertainment,4.26,3.99,54,2024-12-31,Europe
4231,7,Ireland,My PlayHome Stores,PlayHome Software Ltd,Entertainment,4.46,2.99,28,2024-12-31,Europe
4232,8,Ireland,Universe Splitter,Aerfish LLC,Entertainment,5.0,1.99,6,2024-12-31,Europe
4233,9,Ireland,Spirit Contact Talker ITC,Jose Martin,Entertainment,4.83,5.99,6,2024-12-31,Europe
4234,10,Ireland,Nighty Night!,Fox and Sheep GmbH,Entertainment,4.0,4.99,4,2024-12-31,Europe
4235,11,Ireland,Hey Duggee: The Exploring App,BBC Studios Distribution Ltd.,Entertainment,4.33,2.99,3,2024-12-31,Europe
4236,12,Ireland,GSE SMART IPTV PRO,droidvision,Entertainment,4.33,2.99,21,2024-12-31,Europe
4237,13,Ireland,The Ultimate Buzzer Pro,Kevin Makens,Entertainment,4.13,0.99,8,2024-12-31,Europe
4238,14,Ireland,Toca Hair Salon Me,Toca Boca AB,Entertainment,3.86,5.99,7,2024-12-31,Europe
4239,15,Ireland,Countdown Star (Ad-Free),Joseph Merrill,Entertainment,4.8,0.99,20,2024-12-31,Europe
4240,16,Ireland,Fireplace ©,"KISSAPP, S.L.",Entertainment,0.0,0.99,0,2024-12-31,Europe
4241,17,Ireland,Signal Spirit Communication,chris rogers,Entertainment,0.0,9.99,0,2024-12-31,Europe
4242,18,Ireland,Christmas Snowfall HD,Edgeway Software,Entertainment,0.0,2.99,0,2024-12-31,Europe
4243,19,Ireland,Peggy Cat - A Virtual Pet,活鹏 麦,Entertainment,0.0,1.99,0,2024-12-31,Europe
4244,20,Ireland,TV Launcher - Live UK Channels,Adam Foot,Entertainment,2.78,6.99,9,2024-12-31,Europe
4245,21,Ireland,My PlayHome School,PlayHome Software Ltd,Entertainment,4.13,2.99,15,2024-12-31,Europe
4246,22,Ireland,Scroll 'n Roll Text Scrolling,Wendy Bernfeld,Entertainment,4.89,1.99,9,2024-12-31,Europe
4247,23,Ireland,"The ""On Cinema"" Film Guide",Special Entertainment,Entertainment,0.0,0.99,0,2024-12-31,Europe
4248,24,Ireland,Колесо Лета,Serhii Otinov,Entertainment,0.0,9.99,0,2024-12-31,Europe
4249,25,Ireland,Pocket God,Bolt Creative,Entertainment,4.6,0.99,15,2024-12-31,Europe
4250,1,Ireland,Official Car/Bike DTT 2024,Prometric,Education,4.01,16.99,285,2024-12-30,Europe
4251,2,Ireland,iTheory Driver Theory Test IE,Autotheorie24 e.k.,Education,4.53,7.99,143,2024-12-30,Europe
4252,3,Ireland,Official Truck/Bus DTT 2024,Prometric,Education,3.69,16.99,13,2024-12-30,Europe
4253,4,Ireland,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.71,29.99,21,2024-12-30,Europe
4254,5,Ireland,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,4.74,5.99,81,2024-12-30,Europe
4255,6,Ireland,Pocket Universe - Astronomy,John Kennedy,Education,4.17,2.99,18,2024-12-30,Europe
4256,7,Ireland,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,5.0,5.99,5,2024-12-30,Europe
4257,8,Ireland,Leaving Cert Chemistry 2022,Peter Gaffney,Education,4.0,5.99,1,2024-12-30,Europe
4258,9,Ireland,DVSA Hazard Perception,TSO (The Stationery Office),Education,0.0,2.99,0,2024-12-30,Europe
4259,10,Ireland,Marble Math Junior,Artgig Studio,Education,4.63,3.99,16,2024-12-30,Europe
4260,11,Ireland,"Official DVSA Theory Test Kit, Highway Code and DfT Know Your Traffic Signs Bundle",TSO (The Stationery Office),Education,0.0,9.99,0,2024-12-30,Europe
4261,12,Ireland,Concise ISL,Kevin Doherty,Education,4.73,1.99,33,2024-12-30,Europe
4262,13,Ireland,Guess Who? Meet the Crew,PlayDate Digital,Education,0.0,2.99,0,2024-12-30,Europe
4263,14,Ireland,ABRSM Music Theory Trainer,The Associated Board of the Royal Schools of Music (Publishing) Limited,Education,4.0,5.99,4,2024-12-30,Europe
4264,15,Ireland,ACS MyATLS,MyATLS,Education,0.0,9.99,0,2024-12-30,Europe
4265,16,Ireland,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,1.99,0,2024-12-30,Europe
4266,17,Ireland,Star Walk 2: Stars in the Sky,Vito Technology Inc.,Education,4.76,2.99,282,2024-12-30,Europe
